period,minute,second,duration,under_pressure,play_pattern.name,possession_team.name,player.name,position.name,shot.technique.name,shot.body_part.name,shot.outcome.name,shot.aerial_won,shot.one_on_one,shot.deflected,shot.open_goal,shot.saved_to_post,shot.saved_off_target,shot.redirect,location.x,location.y,shot.end_location.x,shot.end_location.y,shot.end_location.z,player.name.GK,location.x.GK,location.y.GK,DistToGoal,DistToKeeper,AngleToGoal,AngleToKeeper,AngleDeviation,avevelocity,DistSGK,density,density.incone,AttackersBehindBall,DefendersBehindBall,DefendersInCone,InCone.GK,DefArea,distance.ToD1.360,distance.ToD2.360,TimeInPoss,TimeToPossEnd
2,56,1,0.968521,NA,From Free Kick,Norway Women's,Emilie Haavi,Left Midfield,Half Volley,Right Foot,Off T,NA,NA,NA,NA,NA,NA,NA,94.4,38.3,120,32.6,1,Victoria Esson,118.1,39.6,25.65638322133499,1.9416487838947651,86.20078017691769,78.1113419603721,8.089438216545588,27.07932465392714,23.735627229968024,0.8520734173841973,0.14044432195747675,6,8,2,1,36.04000000000006,3.512833614050059,3.9824615503479763,3.3229999999998654,0.9679999999998472
2,58,33,0.405394,TRUE,Regular Play,Norway Women's,Frida Maanum,Right Center Midfield,Normal,Right Foot,Off T,NA,NA,NA,NA,NA,NA,NA,112.2,36.1,120,35.1,0.2,Victoria Esson,118.6,37.4,8.720665112249176,2.952964612046684,63.43494882292202,28.300755766006464,35.13419305691555,19.39802093897541,6.53069674690227,1.3094850843959134,0.6401843996644813,1,3,1,1,104.39999999999993,1.5620499351813275,1.7000000000000028,13.681999999999789,0.4050000000002001
2,60,38,0.354788,NA,From Free Kick,New Zealand Women's,Hannah Wilkinson,Left Center Forward,Normal,Right Foot,Off T,NA,NA,NA,NA,NA,NA,NA,102.3,50.6,120,50.9,0.3,Aurora Watten Mikalsen,118.9,43,20.631286920597077,3.1953090617340894,120.91612912865186,159.86369657175197,38.94756744310011,49.89611314452101,18.25705343148232,0.7823348845082816,0.5547001962252291,0,3,1,1,151.50000000000003,1.8027756377319946,3.894868418830081,20.539999999999964,0.3550000000000182
2,62,0,1.132952,NA,Regular Play,New Zealand Women's,Indiah-Paige Janita Riley,Right Midfield,Normal,Left Foot,Saved,NA,NA,NA,NA,NA,NA,NA,101.7,56.8,118.8,40.3,2,Aurora Watten Mikalsen,119.2,42.7,24.842101360392196,2.8160255680657467,132.5529513576764,163.49563861824507,30.942687260568675,20.974035632555854,22.47353999707211,1.0003804502266025,0.12837404149077428,2,6,1,1,45,2.1840329667841507,4.176122603564221,39.22900000000027,1.1329999999998108
2,62,52,0.178038,TRUE,From Corner,New Zealand Women's,Malia Grace Steinmetz,Left Defensive Midfield,Half Volley,Right Foot,Blocked,NA,NA,NA,NA,NA,NA,NA,104.4,46.1,106.6,45.6,NA,Aurora Watten Mikalsen,119.3,42.4,16.750223879100837,2.4999999999999996,111.3567726734048,163.73979529168798,52.38302261828318,12.672029760701,15.352524222420225,1.1940613973255656,0.5447994927344247,5,8,3,1,62.7199999999999,3.104834939252006,3.2249030993194086,4.012000000000171,7.279999999999745
2,64,13,0.374674,NA,Regular Play,Norway Women's,Emilie Haavi,Left Midfield,Normal,Right Foot,Blocked,NA,NA,NA,NA,NA,NA,NA,97.3,24.6,103.6,28.7,NA,Victoria Esson,118.8,37.2,27.430822080280425,3.0463092423455618,55.84647823813701,23.19859051364826,32.647887724488754,20.061835593573214,24.920072231034965,0.7307142777372848,0.19387175702911594,5,8,2,1,93.48000000000003,5.830951894845307,7.627581530209948,30.458000000000084,0.45499999999992724
2,75,49,0.788395,TRUE,Regular Play,New Zealand Women's,Ria Percival,Right Defensive Midfield,Normal,Right Foot,Off T,NA,NA,NA,NA,NA,NA,NA,100.3,44.7,120,45.7,1.4,Aurora Watten Mikalsen,119,42.4,20.252901026766516,2.5999999999999988,103.41870808106876,157.38013505195957,53.96142697089081,25.019646727759838,18.84091292904885,0.8063679827216361,0.5248616057131198,3,6,3,1,95.12999999999994,3.080584360149873,6.090155991434049,11.565999999999804,0.7879999999995562
2,80,37,1.033707,NA,From Throw In,Norway Women's,Tuva Hansen,Left Back,Normal,Right Foot,Saved to Post,NA,NA,NA,NA,TRUE,NA,NA,98.1,29,118.4,37.9,2.3,Victoria Esson,118.5,38.1,24.507345837523903,2.4207436873820396,63.330394596798534,38.290163192243085,25.04023140455545,21.44252498792116,22.337636401374258,1.2581446905765108,0,2,4,0,1,113.36000000000004,1.118033988749895,3.354101966249682,14.99200000000019,15.90899999999965
2,89,36,1.359719,NA,Other,New Zealand Women's,Indiah-Paige Janita Riley,Right Midfield,Normal,Head,Wayward,NA,NA,NA,NA,NA,NA,NA,108.5,46.3,116.5,48.3,NA,Aurora Watten Mikalsen,118.9,44.4,13.1125893705248,4.535416188179424,118.7150775281166,165.96375653207355,47.24867900395695,6.064643688317455,10.572133181151292,0.22755425702153567,0,2,2,0,1,22.200000000000003,1.9209372712298562,2,1.6229999999995925,8.166000000000167
2,97,53,0.732224,TRUE,From Throw In,Norway Women's,Ada Stolsmo Hegerberg,Center Forward,Volley,Left Foot,Wayward,NA,NA,NA,NA,NA,NA,NA,109.2,41,113.5,34.2,NA,Victoria Esson,118.9,38.7,10.846197490364997,1.7029386365926342,95.29008120537128,40.23635830927374,55.05372289609754,10.987751882216738,9.968951800465286,1.5010989943374269,0.8686468527973125,2,8,2,1,156.5599999999999,1.33416640641263,3.505709628591621,23.02099999999973,1.235000000000582
2,97,54,0.331524,NA,From Throw In,Norway Women's,Guro Reiten,Left Center Midfield,Half Volley,Left Foot,Off T,NA,NA,NA,NA,NA,NA,NA,113.4,33.5,120,35.2,0.3,Victoria Esson,119.2,37.2,9.263368717696599,2.9120439557122038,45.43736386752071,15.945395900922817,29.49196796659789,20.55785911293146,6.879680225126745,0.5741312705796301,0.17831573790537303,1,4,1,1,139.32000000000016,3.50000000000001,3.8209946349085575,23.923999999999978,0.3320000000003347
