game_id,event_team,shots,avg_dist,avg_angle,goals,is_home,division
2021020111,Florida Panthers,67,32.90227272727273,30.40681818181818,3,0,Atlantic
2021020112,Columbus Blue Jackets,61,35.74,29.664444444444445,0,0,Metropolitan
2021020112,New York Rangers,64,30.3,31.598039215686274,4,1,Metropolitan
2021020113,Arizona Coyotes,38,31.242857142857144,26.985714285714288,0,0,Central
2021020113,Washington Capitals,60,41.47234042553192,32.740425531914894,2,1,Metropolitan
2021020114,Carolina Hurricanes,52,45.826190476190476,34.25238095238095,6,1,Metropolitan
2021020114,Chicago Blackhawks,53,33.76829268292683,30.465853658536588,3,0,Central
2021020115,Dallas Stars,69,29.118518518518517,29.692592592592593,1,1,Central
2021020115,Ottawa Senators,44,28.638709677419353,28.793548387096774,4,0,Atlantic
2021020116,Anaheim Ducks,75,27.057407407407407,30.822222222222223,4,0,Pacific
2021020116,Vegas Golden Knights,71,33.875,31.357142857142858,4,1,Pacific
2021020117,Boston Bruins,54,30.7725,30.11,2,1,Atlantic
2021020117,Florida Panthers,54,42.82325581395349,28.190697674418605,2,0,Atlantic
2021020118,Detroit Red Wings,54,40.17,34.425,4,0,Atlantic
2021020118,Toronto Maple Leafs,65,33.992,25.66,5,1,Atlantic
2021020119,New Jersey Devils,60,39.90217391304348,27.17391304347826,4,0,Metropolitan
2021020119,Pittsburgh Penguins,56,34.165116279069764,27.553488372093025,2,1,Metropolitan
2021020120,Chicago Blackhawks,56,35.12682926829268,27.909756097560976,0,0,Central
2021020120,St. Louis Blues,70,28.976363636363637,29.28909090909091,1,1,Central
2021020121,Nashville Predators,58,33.76888888888889,29.884444444444444,2,1,Central
2021020121,New York Islanders,56,38.563043478260866,32.060869565217395,2,0,Metropolitan
2021020122,Colorado Avalanche,61,37.904761904761905,24.104761904761904,4,1,Central
2021020122,Minnesota Wild,60,37.12564102564102,30.846153846153847,1,0,Central
2021020123,Calgary Flames,58,35.74782608695652,28.06086956521739,4,1,Pacific
2021020123,Philadelphia Flyers,40,38.05769230769231,28.565384615384616,0,0,Metropolitan
2021020124,Edmonton Oilers,60,33.11702127659574,34.31063829787234,2,0,Pacific
2021020124,Vancouver Canucks,61,33.13913043478261,31.621739130434783,1,1,Pacific
2021020125,Los Angeles Kings,65,30.812244897959182,34.13673469387755,5,1,Pacific
2021020125,Montréal Canadiens,51,33.857894736842105,29.781578947368423,2,0,Atlantic
2021020126,San Jose Sharks,57,43.646808510638294,23.340425531914892,2,1,Pacific
2021020126,Winnipeg Jets,69,37.41698113207547,24.662264150943397,1,0,Central
2021020127,Columbus Blue Jackets,59,36.825,26.322499999999998,3,0,Metropolitan
2021020127,New Jersey Devils,73,32.601851851851855,32.487037037037034,3,1,Metropolitan
2021020128,Arizona Coyotes,37,35.737931034482756,32.51724137931034,1,0,Central
2021020128,Carolina Hurricanes,81,32.77068965517241,32.12931034482759,2,1,Metropolitan
2021020129,Anaheim Ducks,44,42.294285714285714,28.81714285714286,4,1,Pacific
2021020129,Montréal Canadiens,37,35.93076923076923,32.565384615384616,2,0,Atlantic
2021020130,Buffalo Sabres,35,35.24074074074074,30.67037037037037,2,0,Atlantic
2021020130,Los Angeles Kings,62,28.76,30.438,3,1,Pacific
2021020131,New York Rangers,40,45.611111111111114,26.214814814814815,3,0,Metropolitan
2021020131,Seattle Kraken,73,32.45192307692307,27.35576923076923,1,1,Pacific
2021020132,Tampa Bay Lightning,45,27.959375,27.3375,3,1,Atlantic
2021020132,Washington Capitals,54,33.64186046511628,29.509302325581395,2,0,Metropolitan
2021020133,Chicago Blackhawks,55,39.792307692307695,27.82051282051282,5,1,Central
2021020133,Ottawa Senators,59,33.1219512195122,35.92926829268293,1,0,Atlantic
2021020134,Edmonton Oilers,47,20.161290322580644,39.08709677419355,5,1,Pacific
2021020134,Seattle Kraken,49,22.354054054054053,32.77837837837838,2,0,Pacific
2021020135,Toronto Maple Leafs,66,31.006976744186048,25.844186046511627,4,1,Atlantic
2021020135,Vegas Golden Knights,46,44.39090909090909,15.378787878787879,0,0,Pacific
2021020136,Detroit Red Wings,41,36.925,45.635714285714286,0,0,Atlantic
2021020136,Montréal Canadiens,60,32.21836734693878,37.738775510204086,3,1,Atlantic
2021020137,Arizona Coyotes,53,38.9325,32.46,0,0,Central
2021020137,Philadelphia Flyers,66,33.56122448979592,33.45510204081633,3,1,Metropolitan
2021020138,Minnesota Wild,76,37.725,32.08571428571428,5,1,Central
2021020138,Ottawa Senators,41,36.025,29.77777777777778,4,0,Atlantic
2021020139,Dallas Stars,52,31.6275,24.8375,3,0,Central
2021020139,Winnipeg Jets,69,34.47735849056604,24.141509433962266,3,1,Central
2021020140,Calgary Flames,69,30.253571428571426,32.50892857142857,2,1,Pacific
2021020140,Nashville Predators,36,38.48571428571429,31.035714285714285,3,0,Central
2021020141,New York Rangers,45,44.88181818181818,29.127272727272725,2,0,Metropolitan
2021020141,Vancouver Canucks,65,29.06808510638298,26.823404255319147,3,1,Pacific
2021020142,Anaheim Ducks,57,40.45128205128205,33.294871794871796,4,1,Pacific
2021020142,New Jersey Devils,52,39.044736842105266,36.876315789473686,0,0,Metropolitan
2021020143,Buffalo Sabres,45,41.66470588235294,27.21470588235294,3,0,Atlantic
2021020143,San Jose Sharks,45,36.127272727272725,24.342424242424244,5,1,Pacific
2021020144,Carolina Hurricanes,67,36.345454545454544,28.588636363636365,4,0,Metropolitan
2021020144,Chicago Blackhawks,57,35.33846153846154,29.91794871794872,3,1,Central
2021020145,Colorado Avalanche,60,33.96153846153846,32.67179487179487,4,1,Central
2021020145,Columbus Blue Jackets,62,40.76590909090909,35.13636363636364,5,0,Metropolitan
2021020146,Edmonton Oilers,55,32.95641025641026,33.4,5,1,Pacific
2021020146,Nashville Predators,56,36.367441860465114,23.96511627906977,2,0,Central
2021020147,Los Angeles Kings,73,33.93962264150944,27.822641509433964,2,1,Pacific
2021020147,St. Louis Blues,64,34.76792452830188,24.428301886792454,2,0,Central
2021020148,Boston Bruins,63,38.03962264150943,29.07169811320755,5,1,Atlantic
2021020148,Detroit Red Wings,37,39.62307692307692,26.473076923076924,1,0,Atlantic
2021020149,Tampa Bay Lightning,48,30.36,28.24,1,0,Atlantic
2021020149,Toronto Maple Leafs,63,27.09090909090909,28.206818181818182,2,1,Atlantic
2021020150,Montréal Canadiens,74,37.9468085106383,24.823404255319147,2,1,Atlantic
2021020150,New York Islanders,52,29.116279069767444,22.588372093023256,6,0,Metropolitan
2021020151,Ottawa Senators,65,36.815384615384616,38.940384615384616,1,1,Atlantic
