scoring_play,score_value,shot_x,shot_y,shot_distance,shot_type
FALSE,0,-14,22,26.076809620810597,Step Back Jump Shot
FALSE,0,-10,24,26,Pullup Jump Shot
FALSE,0,3,28,28.160255680657446,Pullup Jump Shot
FALSE,0,-1,3,3.1622776601683795,Driving Layup Shot
FALSE,0,0,3,3,Driving Layup Shot
FALSE,0,10,16,18.867962264113206,Pullup Jump Shot
TRUE,2,4,3,5,Driving Layup Shot
TRUE,3,15,27,30.886890422961002,Running Jump Shot
FALSE,0,9,31,32.28002478313795,Jump Shot
TRUE,3,-7,29,29.832867780352597,Jump Shot
FALSE,0,18,22,28.42534080710379,Pullup Jump Shot
FALSE,0,-10,29,30.675723300355934,Jump Shot
FALSE,0,-1,10,10.04987562112089,Pullup Jump Shot
TRUE,2,2,0,2,Driving Finger Roll Layup
TRUE,3,-5,29,29.427877939124322,Step Back Jump Shot
FALSE,0,11,27,29.154759474226502,Jump Shot
TRUE,3,20,22,29.732137494637012,Pullup Jump Shot
FALSE,0,-10,31,32.57299494980466,Pullup Jump Shot
FALSE,0,-19,19,26.870057685088806,Running Pullup Jump Shot
FALSE,0,8,5,9.433981132056603,Turnaround Fade Away Jump Shot
FALSE,0,-15,24,28.30194339616981,Jump Shot
TRUE,3,-15,24,28.30194339616981,Running Pullup Jump Shot
TRUE,3,-13,25,28.178005607210743,Jump Shot
TRUE,3,14,27,30.4138126514911,Step Back Jump Shot
TRUE,3,23,9,24.698178070456937,Step Back Jump Shot
TRUE,3,-12,28,30.463092423455635,Jump Shot
FALSE,0,-16,25,29.68164415931166,Pullup Jump Shot
FALSE,0,20,13,23.853720883753127,Pullup Jump Shot
FALSE,0,3,13,13.341664064126334,Driving Floating Jump Shot
FALSE,0,-7,27,27.892651361962706,Jump Shot
FALSE,0,-7,25,25.96150997149434,Jump Shot
FALSE,0,-19,14,23.600847442411894,Jump Shot
FALSE,0,-3,2,3.605551275463989,Running Layup Shot
TRUE,3,-17,17,24.041630560342615,Jump Shot
FALSE,0,5,1,5.0990195135927845,Driving Layup Shot
FALSE,0,3,0,3,Running Finger Roll Layup
FALSE,0,-21,23,31.144823004794873,Running Jump Shot
FALSE,0,2,27,27.073972741361768,Step Back Jump Shot
FALSE,0,-17,30,34.48187929913333,Pullup Jump Shot
TRUE,3,9,26,27.51363298439521,Pullup Jump Shot
TRUE,3,16,26,30.528675044947494,Step Back Jump Shot
FALSE,0,-10,26,27.85677655436824,Step Back Jump Shot
FALSE,0,19,19,26.870057685088806,Jump Shot
TRUE,2,-2,3,3.605551275463989,Layup Driving Reverse
FALSE,0,24,8,25.298221281347036,Step Back Jump Shot
FALSE,0,-19,25,31.400636936215164,Running Pullup Jump Shot
FALSE,0,-24,15,28.30194339616981,Step Back Jump Shot
FALSE,0,-20,20,28.284271247461902,Running Pullup Jump Shot
FALSE,0,-23,2,23.08679276123039,Step Back Jump Shot
TRUE,2,4,4,5.656854249492381,Driving Layup Shot
FALSE,0,22,17,27.80287754891569,Step Back Jump Shot
TRUE,2,0,3,3,Running Finger Roll Layup
FALSE,0,11,4,11.704699910719626,Driving Floating Jump Shot
FALSE,0,0,7,7,Driving Floating Jump Shot
TRUE,3,16,25,29.68164415931166,Pullup Jump Shot
TRUE,2,-1,1,1.4142135623730951,Driving Finger Roll Layup
FALSE,0,8,19,20.615528128088304,Pullup Jump Shot
TRUE,3,14,29,32.202484376209235,Jump Shot
FALSE,0,14,28,31.304951684997057,Jump Shot
FALSE,0,0,2,2,Driving Finger Roll Layup
TRUE,2,0,2,2,Driving Layup Shot
FALSE,0,1,1,1.4142135623730951,Driving Layup Shot
FALSE,0,-16,26,30.528675044947494,Jump Shot
TRUE,3,3,27,27.16615541441225,Step Back Jump Shot
FALSE,0,20,15,25,Step Back Jump Shot
FALSE,0,0,1,1,Driving Layup Shot
FALSE,0,1,0,1,Driving Finger Roll Layup
FALSE,0,-4,30,30.265491900843113,Jump Shot
TRUE,3,-13,22,25.553864678361276,Jump Shot
FALSE,0,22,6,22.80350850198276,Fade Away Jump Shot
FALSE,0,-22,14,26.076809620810597,Pullup Jump Shot
FALSE,0,4,5,6.4031242374328485,Layup Shot
FALSE,0,-6,3,6.708203932499369,Turnaround Jump Shot
TRUE,3,-12,26,28.635642126552707,Running Jump Shot
FALSE,0,-15,21,25.80697580112788,Jump Shot
TRUE,2,-1,1,1.4142135623730951,Driving Layup Shot
FALSE,0,2,3,3.605551275463989,Layup Shot
FALSE,0,-13,28,30.870698080866262,Step Back Jump Shot
TRUE,2,2,1,2.23606797749979,Running Layup Shot
FALSE,0,-19,28,33.83784863137726,Running Pullup Jump Shot
TRUE,2,1,3,3.1622776601683795,Layup Driving Reverse
FALSE,0,2,4,4.47213595499958,Running Finger Roll Layup
TRUE,3,-7,28,28.861739379323623,Step Back Jump Shot
FALSE,0,-17,29,33.61547262794322,Pullup Jump Shot
FALSE,0,0,3,3,Layup Shot
FALSE,0,-19,35,39.824615503479755,Running Pullup Jump Shot
TRUE,2,1,3,3.1622776601683795,Driving Layup Shot
FALSE,0,-20,21,29,Pullup Jump Shot
TRUE,3,13,24,27.294688127912362,Pullup Jump Shot
FALSE,0,4,4,5.656854249492381,Driving Layup Shot
FALSE,0,16,23,28.0178514522438,Pullup Jump Shot
FALSE,0,3,2,3.605551275463989,Driving Layup Shot
FALSE,0,-5,14,14.866068747318506,Driving Floating Jump Shot
TRUE,3,-7,24,25,Step Back Jump Shot
FALSE,0,21,17,27.018512172212592,Pullup Jump Shot
TRUE,2,-3,2,3.605551275463989,Cutting Layup Shot
FALSE,0,-11,26,28.231188426986208,Jump Shot
TRUE,2,0,2,2,Running Layup Shot
FALSE,0,3,28,28.160255680657446,Step Back Jump Shot
FALSE,0,-12,27,29.546573405388315,Running Pullup Jump Shot
FALSE,0,3,4,5,Pullup Jump Shot
FALSE,0,19,15,24.20743687382041,Jump Shot
FALSE,0,3,5,5.830951894845301,Layup Shot
FALSE,0,-9,29,30.364452901377952,Pullup Jump Shot
FALSE,0,-11,24,26.40075756488817,Jump Shot
FALSE,0,0,-5,5,Step Back Jump Shot
FALSE,0,3,33,33.13608305156178,Step Back Jump Shot
TRUE,3,-15,30,33.54101966249684,Pullup Jump Shot
TRUE,3,-5,28,28.442925306655784,Pullup Jump Shot
FALSE,0,-22,7,23.08679276123039,Pullup Jump Shot
FALSE,0,-11,26,28.231188426986208,Pullup Jump Shot
FALSE,0,2,27,27.073972741361768,Jump Shot
FALSE,0,0,8,8,Driving Floating Jump Shot
FALSE,0,-5,25,25.495097567963924,Step Back Jump Shot
TRUE,2,-2,1,2.23606797749979,Cutting Layup Shot
FALSE,0,0,13,13,Driving Floating Jump Shot
FALSE,0,-3,1,3.1622776601683795,Driving Layup Shot
FALSE,0,8,26,27.202941017470888,Jump Shot
TRUE,2,7,5,8.602325267042627,Driving Floating Jump Shot
FALSE,0,3,2,3.605551275463989,Driving Layup Shot
FALSE,0,8,29,30.083217912982647,Step Back Jump Shot
TRUE,3,11,26,28.231188426986208,Step Back Jump Shot
TRUE,3,-9,25,26.570660511172846,Step Back Jump Shot
TRUE,2,2,2,2.8284271247461903,Driving Finger Roll Layup
FALSE,0,-2,1,2.23606797749979,Driving Layup Shot
FALSE,0,3,3,4.242640687119285,Driving Layup Shot
TRUE,2,0,7,7,Driving Floating Jump Shot
FALSE,0,-18,16,24.08318915758459,Running Jump Shot
FALSE,0,-11,27,29.154759474226502,Step Back Jump Shot
TRUE,3,-7,26,26.92582403567252,Pullup Jump Shot
TRUE,3,-19,17,25.495097567963924,Jump Shot
FALSE,0,-3,27,27.16615541441225,Pullup Jump Shot
FALSE,0,0,3,3,Pullup Jump Shot
FALSE,0,-17,22,27.80287754891569,Step Back Jump Shot
FALSE,0,2,10,10.198039027185569,Turnaround Jump Shot
FALSE,0,-20,17,26.248809496813376,Pullup Jump Shot
FALSE,0,1,1,1.4142135623730951,Driving Layup Shot
FALSE,0,0,2,2,Running Layup Shot
TRUE,2,0,2,2,Driving Finger Roll Layup
TRUE,3,19,27,33.015148038438355,Running Jump Shot
TRUE,2,0,2,2,Driving Finger Roll Layup
TRUE,2,3,1,3.1622776601683795,Driving Layup Shot
TRUE,3,17,26,31.064449134018133,Pullup Jump Shot
FALSE,0,-18,24,30,Pullup Jump Shot
TRUE,3,-22,12,25.059928172283335,Jump Shot
TRUE,2,3,0,3,Driving Layup Shot
TRUE,2,-1,1,1.4142135623730951,Cutting Layup Shot
TRUE,3,20,26,32.802438933713454,Step Back Jump Shot
FALSE,0,-14,28,31.304951684997057,Jump Shot
FALSE,0,-12,24,26.832815729997478,Jump Shot
TRUE,3,-16,24,28.844410203711913,Pullup Jump Shot
FALSE,0,-12,29,31.38470965295043,Jump Shot
FALSE,0,3,-1,3.1622776601683795,Running Layup Shot
FALSE,0,-16,3,16.278820596099706,Running Layup Shot
TRUE,2,1,19,19.026297590440446,Step Back Jump Shot
FALSE,0,-2,29,29.068883707497267,Jump Shot
TRUE,2,1,1,1.4142135623730951,Driving Layup Shot
FALSE,0,18,22,28.42534080710379,Pullup Jump Shot
TRUE,2,0,7,7,Driving Floating Jump Shot
FALSE,0,-14,23,26.92582403567252,Running Pullup Jump Shot
FALSE,0,-19,23,29.832867780352597,Pullup Jump Shot
FALSE,0,-10,25,26.92582403567252,Step Back Jump Shot
FALSE,0,11,10,14.866068747318506,Running Layup Shot
FALSE,0,-8,27,28.160255680657446,Jump Shot
TRUE,3,16,20,25.612496949731394,Step Back Jump Shot
FALSE,0,21,20,29,Step Back Jump Shot
FALSE,0,-16,19,24.839484696748443,Jump Shot
FALSE,0,4,1,4.123105625617661,Running Layup Shot
FALSE,0,-1,12,12.041594578792296,Driving Floating Jump Shot
FALSE,0,-19,17,25.495097567963924,Jump Shot
FALSE,0,-15,22,26.627053911388696,Pullup Jump Shot
TRUE,2,4,1,4.123105625617661,Running Layup Shot
FALSE,0,2,30,30.066592756745816,Pullup Jump Shot
TRUE,3,-21,15,25.80697580112788,Jump Shot
TRUE,3,-3,29,29.154759474226502,Jump Shot
FALSE,0,-7,23,24.041630560342615,Pullup Jump Shot
FALSE,0,1,27,27.018512172212592,Pullup Jump Shot
TRUE,3,-15,21,25.80697580112788,Pullup Jump Shot
TRUE,3,-19,17,25.495097567963924,Step Back Jump Shot
FALSE,0,12,23,25.942243542145693,Pullup Jump Shot
FALSE,0,2,1,2.23606797749979,Driving Layup Shot
FALSE,0,-15,23,27.459060435491963,Running Jump Shot
