is_hr,launch_angle,launch_speed,bat_speed,swing_length,attack_angle,swing_path_tilt,plate_x,plate_z,inning,balls,strikes,is_stand_left,is_throw_left
0,-12,100.2,71.2,6.5,-8.371336647846848,46.33337737241315,-0.48,1.65,2,1,1,0,0
0,20,79.3,69.5,6.1,-9.66890679743538,36.03781130845189,-0.09,2.18,2,0,1,1,0
0,37,96.5,64,6.5,8.688479859470217,29.46894601887852,0.08,2.98,2,0,0,0,0
0,8,99.4,76.2,7,7.40767020777121,22.449352637557755,0.08,2.95,2,1,1,1,0
0,-5,57.4,63,5.6,-8.392624590013579,34.51689235213491,-0.4,2.57,2,0,2,0,0
1,37,97.8,82,8.3,12.3027707936986,25.453497311660485,0.12,2.64,2,0,0,1,0
0,14,89.8,58.9,7.2,3.0693087233407805,38.61920770836557,0.07,2.15,2,0,0,1,0
0,43,90.3,74.9,6.9,11.37871684140078,19.39709806642816,-0.83,3.59,1,2,1,0,0
0,22,61.9,57.4,5,18.393775729662547,32.464851075539016,0.79,3.16,1,1,0,1,0
0,8,99.4,67.2,6.6,-1.4999333443153084,27.88611843674921,0.3,1.88,9,0,1,0,0
0,-4,82.7,63.7,6.2,-1.0919031276742484,33.72214595335825,-0.15,2.89,9,2,2,1,0
0,-4,107.4,77.3,7.7,8.641302279914463,26.84492959810119,-0.3,2.26,9,0,0,0,1
0,59,87.7,69.5,6.6,8.931516399410336,27.621084907505963,0.46,3.1,9,2,0,1,1
0,26,78.7,72.1,6.4,-1.1785803013198897,24.252697211776272,-0.34,3.44,9,0,0,0,1
0,38,80.6,62,7.2,7.512861462953245,26.942420379499502,0.63,2.34,8,1,0,0,0
0,-23,78.5,71.5,7.3,24.6797408495686,20.352451025419303,0.47,2.6,8,2,2,0,0
0,67,80.2,67.2,7.2,11.823105309546282,26.109341170217107,0.4,2.2,8,0,1,0,0
0,-15,98.7,68.7,6.5,-3.670173314556893,42.21237505816199,0.29,1.71,8,0,2,1,0
0,21,71.2,70.6,6.1,-2.6355468020837405,28.771595838566984,0.47,2.62,8,1,0,1,0
0,50,96.6,70.6,8.8,26.523574407216127,33.54907287460179,0.08,2.16,8,3,1,0,0
0,-3,89.9,65.9,7.7,11.773531437525442,30.21605988920515,0.44,1.08,8,1,2,0,0
0,28,97.5,71.4,7,7.55612837706037,19.83921884709712,-0.47,3.13,8,1,0,0,0
0,-29,53.7,70,7.5,11.733024299955147,27.82460870726952,0.83,1.51,7,2,2,0,0
0,55,99,76.1,7.3,10.899590086999543,33.61033801628177,-0.2,2.87,7,1,0,0,0
0,80,10.8,12.2,1.1,-8.602851666789515,22.300788918672644,-0.35,2.15,7,0,0,1,1
0,14,90.4,72,7.4,12.170454279426954,35.52761526875278,-0.2,1.33,7,0,2,0,1
0,17,109.7,76.6,7.3,2.06375963473078,28.45290237530196,-0.43,3,6,0,0,1,0
0,-24,98,67.3,7,4.688396535479342,30.475603976466477,0.15,2.08,6,2,1,0,0
0,23,93.2,69.8,6.5,7.690992218861926,32.57091376185054,-0.24,2.97,6,0,0,1,0
1,23,110.7,76,7.8,16.552151452861743,33.82527906228286,0.11,2.46,6,1,1,1,0
0,6,110.2,74.2,6.8,6.794032361710753,29.752030028476952,0.42,2.4,6,1,2,0,0
0,60,78.2,69,7.3,9.363245860558344,25.687070602585408,0.27,2.61,5,1,1,0,0
0,-7,67.6,60,5.4,-10.090964938502522,34.54565844054427,0.27,3.02,5,1,1,1,0
0,8,101.8,67.8,7.6,15.332166228889344,31.82067959692419,0.45,2.5,5,0,2,0,0
0,59,83,71.1,7.1,16.0330536744985,33.83308889595569,-0.54,3,5,2,2,0,1
0,21,99.4,78.7,7.2,6.629480886305946,35.62763570328743,0.18,2.07,5,1,0,1,1
0,-24,100.2,76.5,7.7,9.16996793718156,22.71983473354484,-0.42,2.52,5,3,1,0,0
0,5,94.2,67.9,8,-1.9831846530915045,28.840405562048,0.34,1.46,5,2,2,0,0
0,35,90.3,64.6,6.7,7.87690847516819,33.49114241419348,-0.24,2.45,4,0,0,0,0
0,55,71.5,70.2,7.7,22.67519289778744,25.563257533105144,0.64,2.33,4,1,1,0,0
0,84,87.9,69.4,7.1,21.192248852182693,29.856068888018108,-0.32,3.14,4,3,2,1,0
0,-79,59,72.9,7.2,13.274347386884386,22.11827270409332,0.79,2.43,4,0,1,0,0
0,41,46.5,61.8,6,0.8542694207532341,28.12925788649085,-1.03,2.47,4,0,1,0,0
0,28,85.3,68.6,6.9,10.994786310666436,34.81075780497452,0.79,2.15,4,0,0,1,0
0,6,99,68.5,8.2,13.4636075946217,29.707227851795007,0.9,2.43,4,1,2,0,0
0,10,104.6,72.1,7.5,19.274784763392798,38.35896620030901,0.28,2.22,3,0,0,1,0
0,73,95.1,81.4,7.9,12.418868841078542,27.299296724743822,-0.12,2.91,3,2,1,1,0
0,-32,98.7,64.6,6.7,2.847234734701816,30.987503788030995,0.25,2.03,3,1,2,0,0
0,-18,92.9,74.5,7.4,23.490876667172508,28.46134563408117,0.27,3.35,3,2,0,1,0
0,12,90.5,70.3,6.7,4.787326857880194,22.259800240482576,-0.92,3.09,3,0,1,0,0
0,53,87,66.9,6.9,19.154938941815725,33.10326980793969,0.15,2.81,2,3,2,1,0
0,-74,54.1,70.4,7.8,18.382444239823023,34.322150311896365,-0.13,1.06,2,0,1,0,0
0,28,86.4,73.4,7.2,11.252687250535024,20.23087064576193,-0.74,2.95,2,1,0,1,0
1,20,109.1,77.7,8.1,13.58281554279687,21.87231133825673,-0.41,2.61,2,1,0,0,0
0,35,89.2,67.6,6.6,1.0559311621170964,29.185901713936637,0.42,2.29,2,1,2,0,0
0,61,81.9,73.8,6.5,8.082719228984018,22.666510963955,-0.35,3.22,2,0,2,1,0
0,-9,65.1,73.2,6.9,11.27468098188523,32.0784320324371,-0.65,2.99,1,0,0,0,0
0,41,71,59.5,7.9,5.878773983125888,31.824268112867383,1.2,1.95,1,1,2,0,0
0,-16,83.2,77.3,7.2,8.534595064214974,28.662851006416247,-0.75,1.81,1,2,0,1,0
0,-27,89.6,68,7.6,10.604250199018514,19.39547527047413,0.88,2.98,1,3,2,0,0
1,42,101.4,72.1,7.3,11.022561718987443,29.03012011014709,-0.33,2.96,1,0,1,1,0
0,16,107.2,73.5,6.5,8.118129582206146,32.343390811021955,-0.46,2.46,1,0,1,0,0
0,-12,95.4,70.2,7.7,11.619759126475644,28.70212090823775,0.55,1.79,9,0,0,0,0
0,-4,93.1,60.5,5.3,-4.464514633540214,24.300493811724227,0.43,3.28,9,0,2,0,1
0,20,90.4,71.5,8.2,16.80540704616657,29.369912087841303,0.64,2.47,9,1,2,0,1
0,20,86,73.5,8,17.288050909432723,41.46059536588059,0.43,1.93,9,3,1,0,0
0,82,68.6,66.1,7.5,28.351501850554385,39.55513468544471,-0.08,2.81,9,2,2,1,0
0,-12,92.8,75.2,7,2.879610512359501,33.02557954936613,0.2,2.51,8,0,0,1,0
0,14,92.8,59.7,5.6,6.524078824023022,22.09158793702835,0.35,3.4,8,0,1,0,0
0,9,102.7,71.8,6.5,12.50525867150884,30.94769167435089,0.21,2.77,8,2,2,0,0
0,31,91.6,70,6.2,-0.1822265971639133,32.776701947408455,0.3,2.44,8,2,2,0,0
0,-12,103.4,68.7,6.6,-5.744817458416641,37.53442144930455,0.31,1.91,7,1,2,1,1
0,1,89.4,62.2,6.2,3.587580785759835,27.158918896311263,0.11,2.91,7,1,0,0,1
1,27,104.1,69.1,6.7,17.629105948861053,22.74017724391197,0.26,3.43,7,0,1,0,0
1,24,104.4,72.5,6.9,10.059696287216635,29.201286271573565,0.37,2.49,7,1,0,0,0
0,3,91.8,65.2,6.6,4.549442152411793,27.69213971092207,1.26,2.48,7,1,2,0,0
0,8,81.5,71.1,7.2,11.341690807154846,35.918166480253696,0.25,1.75,7,1,2,0,0
0,-5,97.1,75.5,8,2.272426854185309,31.19586428850044,0.3,1.8,6,0,0,0,0
0,9,110.6,78,6.9,7.075534415783585,33.22532965259808,0.05,2.5,6,2,2,0,0
0,28,90,69.7,6.7,3.386928939809913,28.19250664377636,-0.15,3.52,6,1,0,1,0
0,-10,100.2,70.5,6.7,0.4690171881227267,31.652761882191463,0.17,2.96,6,0,0,0,0
0,0,85.8,69.4,7.7,16.45266939570139,27.16515760190878,0.85,2.39,6,1,2,0,0
0,79,69.7,68.6,7.2,11.549051793569197,31.81465811746098,0.12,2.34,5,0,0,0,0
0,71,85.4,72.6,7.8,19.454459467114,30.849507047772104,0.55,2.6,5,2,1,1,1
0,-20,95.4,69.8,8.4,6.249035340991763,24.18180323131771,0.95,1.8,5,0,2,0,1
0,26,91.7,75.5,7.7,21.69852943915148,33.4395654796535,0.4,2.42,5,1,1,0,1
0,18,72.2,72.8,7.9,16.438725709751562,26.39233023605961,-0.76,2.44,5,1,1,1,1
0,22,93.5,62,6.3,3.333365432578357,33.87947457126497,-0.7,2.78,5,1,2,1,0
0,13,103,70.6,6.4,17.370091154118185,29.77475842930884,-0.5,3.31,5,1,1,0,0
0,28,87.5,73.8,6.8,13.47600959016403,35.09554679815615,-0.46,2.95,5,2,1,0,0
0,-1,93.6,66.7,6.2,2.058289455361433,26.6235508602962,0.8,2.62,5,2,1,0,0
0,29,95.5,70,6.2,7.527848537427585,27.73887174017433,-0.26,3.08,4,1,1,0,1
0,39,85.4,75.9,7,0.781442656448222,34.42552133021006,0.02,2.44,4,2,1,0,1
0,7,112.2,80.9,7.5,7.389849404274934,28.4719538243053,-0.53,2.58,4,1,0,0,0
0,20,102.7,73.3,7.4,9.05685402532694,27.49528960519177,0.32,2.91,4,1,2,0,0
0,7,96.5,69.1,6.6,2.560777359312079,31.453549116661584,0.22,2.38,4,1,2,0,0
0,-10,87,72.9,6.6,9.931093567402677,27.56780619157191,0.92,2.89,4,3,2,0,0
0,-25,90.3,62.7,5.8,-2.408795736274544,19.921615183966672,-0.16,3.44,3,1,0,1,1
0,21,82.2,67.9,7.1,4.687835385877875,55.49720910074718,-1.31,1.51,3,0,2,0,1
0,27,97.1,76.6,8.1,12.508768785288703,38.607409322555895,-0.34,1.87,3,0,0,1,1
0,3,77,74.8,7.6,2.936081355740125,26.258300528189636,-0.35,2.49,3,3,2,0,1
0,4,77.2,77.1,7.1,10.002271208558517,40.969276727364125,-0.51,2.39,3,2,1,0,0
0,66,76.9,61.6,5.3,2.109191397936667,26.473090014236625,-0.41,3.39,3,1,2,0,0
0,-26,44.8,68.2,7.3,28.339559862923245,32.52773254457836,-0.54,2.54,2,0,0,0,1
0,16,75.6,72.2,8.1,16.57206707307915,29.29314209797072,-0.41,1.99,2,3,1,1,1
0,22,95.3,73.6,7,7.67246891207385,36.20034979834635,-0.24,2.55,2,1,2,0,1
0,74,94.9,79.2,7.7,20.627258049026143,32.73145092560696,-0.09,3.21,2,0,1,1,1
0,59,65.2,72.8,7.3,5.903044145687842,33.74125999765509,-0.44,2.81,2,2,2,0,0
0,33,91.6,68.7,6.9,3.848494451861525,32.56800378724203,-0.18,2.68,2,3,2,0,0
0,70,71.9,76.5,8.1,11.080802846119864,43.189702855590014,-0.03,1.6,2,0,0,0,0
0,2,80,74.8,7.2,-8.677462261095856,32.22196586187109,-0.33,2.08,1,0,1,0,1
1,27,109.4,77.7,6.9,12.503587443966074,38.607048025608655,0.15,2.59,1,2,1,0,1
0,25,91.5,69.4,6.2,3.934083296704404,26.815964820751056,0.08,3.21,1,2,1,1,1
0,17,75.7,63.9,5.9,6.636490907384154,41.32288964455796,-0.93,2.69,1,1,1,0,1
0,24,90.4,74.2,7.7,15.36482374567506,36.13353012836616,0.14,1.92,1,0,0,0,1
0,32,71.7,65.7,7.1,3.475053487589555,26.993468765025785,1.2,2.19,1,3,2,0,0
0,16,87.8,63.5,5.8,-4.471153514189254,31.022440726571872,-0.48,3.29,1,1,0,1,0
0,20,103.6,71,6.8,12.31662398299347,39.93112329273925,0.17,1.61,1,1,2,0,0
0,83,82.4,71.2,8.3,18.26063016362264,38.65585924588264,0.36,1.9,9,1,2,1,0
0,-12,90.1,74.7,6.9,1.734148274389238,37.54557684672581,-0.71,1.98,9,0,1,0,0
0,23,99.4,75.5,7.1,0.1847250865750302,35.679759099125974,-0.11,2.49,9,0,0,1,0
0,4,96.8,75.6,7,4.010800075356882,24.5558436510759,-0.93,3.01,9,3,2,0,0
0,58,78.7,70.8,7.1,16.308987912076145,40.228732776015406,0.83,1.81,8,2,1,1,0
0,13,96.9,72.1,7.6,22.98157221561398,28.363802567932417,0.56,3.16,8,1,0,0,0
0,4,101.1,76.2,7.3,14.867196167408654,27.001575107623115,0.78,2.74,8,0,0,1,0
0,-32,81.7,74.1,7.1,11.140681677907024,12.661563819753669,0.23,3.32,8,3,2,0,0
0,22,104.6,71.7,8.2,24.0502298024866,28.99326278784189,0.39,3.37,8,1,1,0,0
1,29,105.2,76.9,7.9,21.67638497711901,23.76401313909253,-0.59,2.67,8,0,0,1,0
0,-32,71.5,61.3,5.8,-17.275057380711804,30.574601032697995,-0.97,3.09,8,0,2,0,0
0,15,95.6,66,6.2,13.291447557183377,29.84577603291419,-0.7,3,8,0,1,0,0
0,7,102.4,71.7,6.7,17.971585970978037,31.847982711565667,0.33,2.35,8,0,1,1,0
0,34,80.6,65.5,7.1,13.121998254971126,54.31057778239858,0.35,0.99,8,0,1,1,0
0,-9,57.5,66.8,6.3,2.999141455115999,38.27388673968741,-1.46,2.49,8,0,1,0,0
0,-9,100.1,74.6,7.4,5.097444382987743,33.045910686748705,0.14,1.25,8,1,2,0,0
0,7,104.4,71.6,6.1,-3.3185258433484086,24.97696090737688,-0.48,2.92,8,3,2,1,0
0,36,99.7,79,7.3,2.293801167090078,27.08000325259756,0.01,2.33,7,2,0,1,0
0,26,98.4,71.1,6.7,8.76383793881293,28.739885222722556,-0.45,2.53,7,0,1,1,0
0,-9,92.3,75.3,7.6,18.95904561080226,31.76369846932181,-0.31,2.44,7,1,1,0,0
0,19,80.8,73.3,7.1,-8.269580060123689,37.956319408109984,-0.9,1.81,7,0,2,0,1
0,3,73,75.9,8.5,32.93133116967511,39.03689484805427,-0.2,1.9,7,1,2,0,1
0,-16,93.3,73.8,6.8,6.98890338844708,30.66980927905393,-0.18,2.51,7,0,2,0,1
0,-14,99.2,75.4,7.8,2.2779169087414624,22.53417056308003,0.19,2.22,7,0,0,1,1
0,-6,75.1,72.1,8.4,9.75328380355063,28.21189817722552,-0.81,1.73,7,1,2,1,0
0,22,85.6,70.1,8.6,19.62382109098436,35.074196151131915,-0.43,1.31,6,0,2,1,0
0,46,86.5,77.9,7.3,-1.3172385258050954,31.928727355605226,-0.63,2.43,6,0,0,0,0
0,5,92.4,63,6.9,27.086985902646383,32.35595001423763,0,1.81,6,1,2,1,0
0,42,86.4,75.4,7.6,13.555307361808405,34.80724064042414,-0.01,2.13,6,2,1,0,0
0,-29,102.2,79.4,7.4,6.28114107734812,37.06153750870254,-0.08,1.45,6,2,2,0,0
0,1,110.3,78.6,7.1,2.008529686807646,23.30826126487836,-0.46,2.79,5,1,2,0,0
0,-63,72.7,72.3,7.4,1.9560678622518484,31.148345827577018,0.97,2.59,5,0,1,0,0
1,35,102.7,68.5,6.4,18.48670775950535,25.217354450728024,0.38,3.19,5,0,0,1,0
0,8,77.2,62,7.4,17.954144285593305,28.75491268788473,1.07,2.39,5,2,1,0,0
0,28,107,77.2,8.1,12.802766282151632,24.68858709779282,-0.32,2.12,5,0,0,1,0
0,30,91.7,75.4,7.5,15.982882610977777,37.14528649296579,0.7,1.55,5,3,2,1,0
0,1,98.2,76.8,8.2,18.105731156654567,26.275991379127177,-0.24,2.69,5,1,1,1,0
0,26,92.8,64.7,5.8,-1.3785400013285307,21.382775031536585,-0.38,3.12,5,0,2,1,0
0,-7,106.2,73.1,6.8,-2.2764998026447527,26.575256692466947,-0.31,2,4,1,2,0,0
0,53,87.9,77.6,6.4,21.913841012352755,17.692559261726615,0.21,3.49,4,0,2,1,0
0,23,98.8,74.9,7.9,2.506030182756808,25.887443250028017,0.66,2.52,4,1,0,0,0
0,41,82.8,66.8,6.6,10.09303317086322,45.91192113531038,-0.17,1.51,4,1,1,1,0
0,37,95.3,67.8,6.6,5.971317362218127,36.390764895484494,-0.5,3.18,3,2,1,0,0
0,15,93.6,64.1,6.5,7.352529660414163,26.80119546390653,0.08,2.94,3,3,2,1,0
0,19,99.1,66.4,6.7,5.860005349448843,33.850647503422934,0.45,2.43,3,0,1,0,0
0,-23,100.1,68.9,6.7,7.988362039701976,21.869603675968605,-1.08,3.24,3,2,2,1,0
0,-57,15.6,38.6,5.5,0.3234629342563227,26.11704732612552,-1.43,3.52,3,0,0,0,0
0,6,106.3,74.7,7.7,-5.735386598338355,33.54290296930486,-0.45,2.29,3,1,2,1,0
0,-27,96.9,76,7.1,-0.5773341834691436,27.939024145312292,0.49,1.56,2,3,1,0,0
0,24,97.8,72.7,7.1,10.83452212442818,30.37953721657825,0.09,2.78,2,0,0,0,0
0,22,80.9,77.3,7.8,14.915128092074744,28.61270047329745,0.51,2.73,2,0,0,0,0
0,73,84.1,72.9,7,10.383265209259198,14.341414839092783,-0.63,3.79,1,2,2,1,0
0,-13,112,78,7.3,0.9237620228004716,17.59206335074655,0.25,3.09,1,1,1,0,0
0,66,85,73.9,8.6,14.864873296663374,37.84549440916367,-0.19,1.44,1,1,2,0,0
0,17,95.7,63,6.1,15.448922460832284,31.508335110954995,-0.6,2.79,1,2,2,1,0
1,27,109.7,79.9,8.1,13.570802150023647,28.573122486698807,0.04,2.6,9,2,0,1,0
0,5,89.9,74.7,8.2,9.19501555655386,37.63667771859269,0.18,1.95,9,1,0,1,0
0,30,94.5,70.9,7.1,7.795387861768239,32.7385080540044,-0.14,2.59,9,1,1,0,0
0,16,108.4,74.2,7.1,10.57115298159945,34.441657718754286,0.13,2.12,9,0,0,0,0
0,14,85.2,70.8,6.2,-10.96774713457467,30.595668489345897,-0.79,2.51,9,2,1,1,0
0,39,95.2,75.8,7.5,10.025163018874425,37.8380976182344,0.46,2.24,8,0,1,1,1
0,9,86.9,68.9,6.8,11.30737610445974,31.992001502524705,-0.47,2.21,8,0,0,1,0
0,-16,100.2,71.3,7.8,9.190262283662712,32.332157668935096,0.11,1.42,8,1,2,0,0
0,24,79.8,67,7.3,2.515887951486236,35.54699412916251,0.21,2.36,8,1,1,0,0
0,-11,88.3,68.8,6.9,7.21172189286418,26.173337940649287,-0.79,2.83,8,1,1,0,0
0,38,95.6,72.3,6.8,2.279440253781224,33.88817384597158,-0.14,2.05,7,1,0,0,0
0,-13,100.3,67.8,6.4,-10.696465662092702,28.62461519000005,-0.3,2.85,7,1,2,1,0
1,33,103.8,74.5,8,12.61028622329933,34.1305363162995,0,2.71,7,2,1,1,0
0,12,104.5,75.9,7.3,19.12548117225588,37.075230113679176,-0.4,2,7,2,2,0,0
1,29,107.2,75.2,7.1,8.981183431053994,29.91106696924284,0.15,2.93,7,0,0,1,0
0,-1,90.8,68.4,6.3,-6.025343810070948,35.17539077455305,0.71,2.45,7,0,2,0,1
1,20,106.5,73.4,7.2,0.9675713086591132,23.979797818707468,0.6,2.44,7,0,0,0,1
0,2,112.5,78.2,7.9,7.591269611234354,43.69416810315471,-0.16,2.4,6,2,0,0,0
0,70,88.6,68.1,7.2,17.080842507738218,25.28061235129429,0.29,2.71,6,1,2,1,0
0,-81,61.4,59.1,6.4,13.106095711884755,23.8605320867887,-0.41,2.35,6,1,2,1,1
0,-1,99.9,73.2,7.1,5.8579390223954055,45.38207926167679,-0.78,1.85,6,3,2,0,0
0,-67,37.5,64.9,5.6,-1.746185797571743,37.989069828736874,-1.47,2.85,6,0,2,0,0
0,23,83.5,74.9,6.8,1.973602912892327,44.97832669080852,-0.15,1.61,6,2,1,1,0
0,-6,95.4,69.5,7.5,-1.687821892837369,27.71935679166948,-0.44,2.21,5,2,2,1,0
0,18,93.3,63.4,7.2,0.0356260330875822,29.23361453347756,0.51,2.26,5,1,0,0,0
0,-6,103.2,70.6,6.4,-0.0476241565779239,34.58776991892047,0.84,2.5,5,3,2,0,1
1,28,110.4,78.1,7.6,11.339543872411582,31.76123142523676,-0.51,2.11,5,3,2,0,1
0,-11,88.6,71.9,7.1,0.8485084333990408,32.44209591052454,0.51,1.61,4,1,1,0,0
0,29,105.1,76.2,8.1,8.363347480496051,27.131533385956256,-0.42,2.56,4,0,1,1,0
0,51,90.3,73.2,7.3,7.882912803585722,22.36107137750901,-0.32,3.57,4,0,1,1,0
0,34,77,69,8.7,25.05393237079932,34.57682853957048,0.63,2.18,4,2,2,0,1
0,13,79.1,73,7.5,18.196380406931777,35.504993825804974,0.69,2.01,4,1,2,0,1
0,51,107.3,79.3,8.3,13.401927448001237,32.20178962008122,0.57,3.1,3,3,2,0,0
0,-44,30,65.6,8,31.78687883037361,38.71761927602038,0.01,1.39,3,0,2,1,1
0,29,93.4,73.8,7.4,12.847959878052842,36.9071836308578,0.48,2.03,3,0,1,0,1
0,19,103.2,73.7,7.6,15.645575613470683,27.47043226267039,0.49,2.02,2,1,0,0,0
0,-1,101.8,71.1,6.5,4.390926006307796,16.386490715596988,-0.55,3.23,2,3,1,0,1
0,27,71.9,75.2,8,13.949728306759985,35.99949834414123,0.77,1.74,2,1,1,0,1
0,8,94.3,65.2,7.4,-0.5174859816345272,42.709356443072814,-0.2,2.15,1,1,2,1,0
0,4,75.6,71.5,8,13.461827702386342,39.410512854035154,-0.11,1.47,1,0,2,1,0
0,-26,96.6,64.4,5.6,-9.04945672666677,34.5054262767714,0.31,2.43,1,3,2,0,1
0,77,62.8,63.4,6.8,-2.646697512931704,27.05547220229957,-0.03,2.09,1,1,1,0,1
0,-15,87.6,70.2,7.3,15.368207358875605,30.701206767469483,0.61,1.71,9,1,2,0,0
0,15,94.1,67.4,6.9,12.007423927486249,41.64379373429697,0.51,2.19,8,2,0,1,0
0,17,95.7,68.2,6.2,5.897576373119462,24.85757875925884,-0.43,2.54,8,1,1,0,0
0,6,99.9,78.4,8.2,14.87737867823397,42.10708771579649,0.08,1.78,8,1,0,0,0
0,-11,69.8,62.9,5.7,-7.071249918345806,39.62909044069976,-0.77,2.62,7,1,2,0,1
0,32,78.4,58.7,7.2,7.125640786585008,36.25443456103243,0.54,1.4,7,1,2,0,0
0,39,82.5,68.5,8.1,18.71598916869235,39.12371418855266,0.48,2.38,7,2,2,1,0
0,1,92.4,79.2,8.2,9.925326134182678,27.234064281918418,0.93,1.88,6,1,0,0,0
0,22,78.1,71.8,6.1,10.754411146943196,23.43591815442019,-0.46,3.27,6,0,1,0,0
0,-28,89.7,68.3,7.4,6.814673253635481,46.31639293126759,0,1.5,6,1,1,1,0
0,31,82.3,68.6,5.8,1.3447702487152804,26.015256134965643,-0.47,2.78,6,2,0,0,0
0,12,97.2,72.2,7.2,15.212459903880005,35.58840798079791,-0.81,3.06,6,1,0,0,0
0,21,98.4,78.6,7.1,6.7918284115398855,40.08645129647762,0.46,2.34,6,1,0,1,0
0,33,97.1,78.6,8.2,9.561646929368008,38.64930520017089,0.17,2.15,5,3,2,0,0
0,26,105.7,73.4,6.2,11.65773679964312,37.167199593834965,0.17,2.71,5,2,1,1,0
0,68,87.9,74.9,7.3,17.11126330197779,29.710212127168205,-0.48,2.97,5,3,2,0,1
0,-5,98.9,73.1,6.8,16.223487792699515,27.020636750182508,0.26,2.34,5,2,2,1,1
0,-10,94.9,67.8,7.2,10.13987060050304,27.06668253335694,0.42,2.63,4,1,0,0,0
0,16,114.3,83.1,7,6.791825499530914,22.766510944066216,0.09,3.69,4,1,2,1,0
0,13,105.1,75,7.9,12.18217022817693,27.863157247750465,0.52,1.76,4,1,0,0,0
0,15,98.2,67.5,6.5,11.39630839080389,28.562738366134084,-0.25,3.18,4,2,2,1,0
0,13,79.9,73.7,6.6,-2.0373177233508555,31.854482478392065,0.01,2.71,4,0,2,0,1
0,22,86,63.9,6.4,4.48863615004929,38.62616084266969,0.38,2.62,3,0,2,1,0
0,44,88.1,71.5,7.3,17.798323069513764,39.247772667354326,-0.69,2.29,3,2,1,1,0
0,21,98.1,68.9,7.5,15.295870596886052,31.35775825670825,0.41,1.78,3,1,2,0,1
0,6,97.1,72.7,6.8,12.466315887668026,27.835791281021116,-0.38,2.63,3,2,2,0,1
0,14,74.8,71.9,8,13.541828739016289,33.370937328236344,0.56,1.59,3,1,1,0,1
0,64,81,66.5,6,10.346142265242802,18.664441285824893,0.14,3.39,3,1,2,1,1
0,52,77.5,72.8,7.7,16.084669950426207,42.16453342549641,-0.7,2.72,3,1,2,0,1
0,15,97,75.2,6.1,-8.551694463261581,31.1901940812037,-0.2,2.4,2,3,1,0,0
0,-5,92,68.4,7.4,7.026478135950232,41.08371564001943,-0.52,1.29,2,1,2,1,0
0,51,80.8,68.5,6.1,1.9031576709297364,36.96388765496347,-0.66,2.54,2,2,2,0,1
0,-14,95.2,65.8,6.2,-10.087856660568,26.48206987583681,0.8,2.82,2,0,2,0,1
0,12,105,68.2,7.1,7.485953446798857,25.97378983382529,0.07,2.58,2,3,2,0,1
0,-19,67.3,80.3,7.5,14.99715418278562,34.654717231758035,-0.21,2.13,2,0,1,0,1
0,28,77.2,76.8,7.6,3.825211172042583,36.05782892060842,-0.3,2.71,1,2,1,0,0
0,25,98.9,72.6,6.4,12.662803547814356,37.67797096692247,-0.2,2.52,1,2,0,1,0
0,12,95.9,62,5.3,-7.703748439669972,34.49134750592524,0.09,3.2,1,1,0,0,0
0,20,87.3,78.4,6.6,1.574840210855229,29.592035212282106,0.3,3.43,1,0,1,1,0
0,-2,71.9,65.8,6.6,1.431819827056863,36.94289646969262,-0.91,2.12,1,1,2,0,1
0,19,99.4,67.8,5.8,5.662553087025417,20.47602318435467,-0.05,3.09,1,3,2,1,1
0,25,98.2,70,6.7,4.852774001348542,22.874244416134516,-0.27,2.85,9,1,1,1,0
0,34,95.7,66.1,6.2,6.899341912525476,17.993655132036466,-0.33,3.7,9,1,1,1,0
0,27,94.4,70.1,7.2,24.993074904614662,32.542501839121265,0.12,3.12,9,3,2,0,0
0,8,108.1,75.5,7.6,6.578051163465193,36.41917902007464,-0.19,1.93,9,2,0,0,0
0,2,73.6,67.8,6.5,4.482895554876337,36.14886762423686,-0.93,2.65,9,2,1,0,0
0,-39,87,66.9,6.1,-0.5438031526643282,44.19351411929434,-0.74,2.09,9,0,2,0,0
0,29,103.3,73.5,7.4,22.531711568805218,39.43254039277481,-0.29,2.02,9,0,1,1,0
0,18,95.9,68.5,6.7,5.739231392142854,29.81067130957071,0.53,2.2,8,1,2,0,0
0,-9,106,76.5,6.9,7.879378434456016,36.32147655052715,-0.25,1.72,8,2,1,1,0
0,9,61.8,71.2,6,-6.978758698203026,30.419091372479663,-1.04,2.8,8,1,1,0,0
0,11,82.7,60,6.7,-6.715976770269026,32.19095827020067,-0.67,1.82,8,1,2,1,0
0,55,88.6,72.2,7.1,18.841306498121536,25.752645756447404,-0.59,2.07,8,2,2,1,0
0,-16,80.3,76.2,7.2,9.445631728182244,10.807985184710612,-0.39,3.27,7,3,2,0,0
0,4,92,67.8,6.2,3.0302617767177966,14.872319168369389,-0.9,3.02,7,1,2,1,1
0,2,99.2,65.7,6.4,11.008307669649302,22.824403580011,0.01,3.25,6,2,2,1,1
0,-10,99.7,77.2,7.6,8.361320698655424,17.35511353136789,0.13,2.41,6,1,0,0,1
0,-31,73.5,74.5,7.5,15.74672649067889,37.801968987340295,-0.49,1.69,6,0,1,1,0
0,6,93.5,73,7.6,22.990455095842687,30.860722028476275,-0.56,2.29,6,0,0,1,0
0,-54,62,73.7,6.5,-1.9013907284591336,29.91757608057076,0.06,2.26,6,2,2,0,0
0,30,88.4,64.9,7.1,3.062198979252277,32.22004791144421,0.51,1.16,5,1,2,0,0
