"","possession_team_name","player_name","position_name","player_name_gk","period","minute","second","duration","under_pressure","play_pattern_name","shot_technique_name","shot_body_part_name","shot_outcome_name","location_x","location_y","location_x_gk","location_y_gk","dist_to_goal","dist_to_keeper","angle_to_goal","angle_to_keeper","angle_deviation","avevelocity","dist_sgk","density_incone","attackers_behind_ball","defenders_behind_ball","defenders_in_cone","in_cone_gk","time_in_poss","time_to_poss_end","goal","xg_glm"
"227","Spain","Álvaro Borja Morata Martín","Center Forward","Manuel Neuer",2,61,33,0.621933,FALSE,"From Goal Kick","Normal","Right Foot","Goal",113.2,34.3,117.5,37.2,8.87299273075325,3.75366487582469,50.0290735817854,41.7602997038979,8.26877387788752,11.9504217824505,5.18652099195598,0,0,0,0,1,44.7739999999999,0.621999999999844,"1",0.318428827075515
"228","Germany","Leon Goretzka","Left Defensive Midfield","Unai Simón Mendibil",2,63,24,0.307908,FALSE,"Regular Play","Normal","Right Foot","Blocked",96.2,39.7,119.1,40.6,23.8018906812043,1.0816653826392,89.277822538455,123.69006752598,34.4122449875246,36.4917524946481,22.9176787655295,0.70537821739426,6,8,3,1,19.0619999999999,0.945999999999913,"0",0.0207267293945822
"229","Spain","Marco Asensio Willemsen","Right Wing","Manuel Neuer",2,64,26,0.938292,FALSE,"From Free Kick","Normal","Left Foot","Off T",101.7,45.4,117.7,40.7,19.0800943393894,2.40416305603426,106.44037952168,106.927513064147,0.48713354246695,20.5250653472958,16.6760307027782,0,3,4,0,1,25.3700000000003,0.937999999999647,"0",0.0661696672409436
"230","Germany","Niclas Füllkrug","Center Forward","Unai Simón Mendibil",2,72,0,0.290626,FALSE,"Regular Play","Normal","Right Foot","Wayward",111.2,41.5,117.9,42,8.92692556258872,2.9,99.6733554324035,133.602818972704,33.9294635403002,2.93986214079865,6.71863081289633,0,1,2,0,1,50.8280000000004,0.289999999999964,"0",0.210461372509286
"231","Germany","Jamal Musiala","Center Attacking Midfield","Unai Simón Mendibil",2,72,43,0.25855,FALSE,"From Throw In","Normal","Right Foot","Saved",110.1,50.1,115.9,43.9,14.1428427128354,5.65862174031804,135.572938697683,133.567903815835,2.00503488184808,32.3134381345279,8.48999411071646,0,0,0,0,1,8.91399999999976,7.26999999999953,"0",0.16988842729788
"232","Germany","Serge Gnabry","Left Wing","Unai Simón Mendibil",2,72,50,0.109555,FALSE,"From Throw In","Volley","Right Foot","Blocked",104.9,23.6,117.5,36.9,22.2928239574981,3.98246155034798,42.6367533589612,38.8844964337146,3.75225692524662,31.6329212745442,18.3207532596234,0.261175848827786,4,6,1,1,15.8909999999996,0.292999999999665,"0",0.0915697130269614
"233","Germany","Niclas Füllkrug","Center Forward","Unai Simón Mendibil",2,73,17,0.589751,FALSE,"From Corner","Normal","Head","Off T",111.3,42.8,119.1,41.1,9.13947482079797,1.42126704035519,107.840204307704,140.710593137499,32.870388829796,15.8384993770841,7.98310716450681,0.838344820460193,5,6,2,1,1.7480000000005,0.589999999999236,"0",0.0661732257349753
"234","Germany","Niclas Füllkrug","Center Forward","Unai Simón Mendibil",2,82,25,0.518651,FALSE,"From Counter","Normal","Right Foot","Goal",110.8,51.9,116.9,43.9,15.0416089564913,4.98196748283245,142.292058964583,141.519801751657,0.772257212925638,34.0921190961862,10.0603180864225,0,0,0,0,1,7.29800000000068,112.226,"1",0.238202904065001
"235","Poland","Krystian Bielik","Right Defensive Midfield","Damián Emiliano Martínez",1,4,2,0.32074,FALSE,"From Throw In","Normal","Left Foot","Blocked",100.7,41.3,118.5,38.4,19.3437328352105,2.19317121994613,93.853480453602,43.1523897340054,50.7010907195966,22.6141894441461,18.0346887968714,0.301368940375654,5,8,2,1,6.477,4.386,"0",0.0385687578604907
"236","Argentina","Lionel Andrés Messi Cuccittini","Center Forward","Wojciech Szczęsny",1,6,30,1.202208,FALSE,"Regular Play","Normal","Right Foot","Saved",99,37.7,116.8,38.9,21.1255769151993,3.38378486313773,83.7496604222196,71.0295921915134,12.7200682307061,14.7238497060726,17.8404035828789,0.354218173487908,3,5,1,1,90.741,1.20300000000003,"0",0.0398435613522577
"237","Argentina","Ángel Fabián Di María Hernández","Right Wing","Wojciech Szczęsny",1,8,53,0.393427,FALSE,"Regular Play","Normal","Left Foot","Blocked",94.3,40.5,116.8,39.7,25.70486335307,3.21403173599764,91.1145632724849,84.6441749571449,6.47038831533996,23.9587720095936,22.5142177301367,0.304910567447898,3,7,2,1,9.34300000000007,4.15199999999993,"0",0.0224080639366137
"238","Argentina","Lionel Andrés Messi Cuccittini","Center Forward","Wojciech Szczęsny",1,9,53,0.416757,FALSE,"Regular Play","Normal","Left Foot","Saved",111.7,25.8,118.8,36.1,16.4477962049631,4.08044115262063,30.3065866295088,17.1027289690524,13.2038576604563,29.762255946199,12.5099960031968,0,0,2,0,1,13.5210000000001,0.416999999999916,"0",0.244037115331848
"239","Argentina","Marcos Javier Acuña","Left Back","Wojciech Szczęsny",1,16,9,0.708711,FALSE,"From Throw In","Half Volley","Right Foot","Off T",107,27.9,118.3,37.8,17.7597860347472,2.78028775489157,47.053550563511,37.6942404666892,9.35931009682179,28.4367134443475,15.0233152133609,0.792448821404816,1,3,2,1,29.9670000000001,0.70799999999997,"0",0.0692455009733669
"240","Poland","Kamil Glik","Right Center Back","Damián Emiliano Martínez",1,21,36,0.404606,FALSE,"From Corner","Backheel","Right Foot","Wayward",105.9,43.5,117,39.8,14.5279041847061,3.00665927567458,103.94059117029,86.1859251657096,17.7546660045804,25.8757394902651,11.700427342623,0,3,3,0,1,10.261,0.403999999999996,"0",0.0642799503614006
"241","Argentina","Julián Álvarez","Left Wing","Wojciech Szczęsny",1,27,54,0.451744,FALSE,"Regular Play","Normal","Right Foot","Blocked",110.8,47.7,117.1,43.4,11.9970829787911,4.46878059430087,129.927867127485,139.537772507907,9.60990538042111,17.1610889736792,7.62758153020995,0,1,4,0,1,36.098,5.33800000000019,"0",0.209311864031814
"242","Argentina","Marcos Javier Acuña","Left Back","Wojciech Szczęsny",1,27,59,1.132635,FALSE,"Regular Play","Normal","Left Foot","Off T",102.9,22.5,118.4,37.6,24.4675295034051,2.88444102037119,44.3376505526278,33.6900675259797,10.6475830266481,25.6596652419476,21.6393160705231,0.261569973558197,4,8,2,1,40.3030000000001,1.13300000000004,"0",0.0843846898624744
"243","Argentina","Enzo Fernandez","Center Defensive Midfield","Wojciech Szczęsny",1,34,23,1.443065,FALSE,"From Corner","Normal","Right Foot","Off T",91.6,39.7,118,39.2,28.4015844628429,2.1540659228538,89.3947854027552,68.1985905136483,21.196194889107,19.9830098210079,26.4047344239627,0.384043927736088,7,10,3,1,6.49800000000005,1.44299999999976,"0",0.00760095973052099
"244","Argentina","Julián Álvarez","Left Wing","Wojciech Szczęsny",1,35,10,0.321314,FALSE,"Regular Play","Normal","Left Foot","Saved",110.4,27.6,114.3,32.1,15.6818366271301,9.74166310236604,37.7468053872747,35.8111639226413,1.93564146463339,18.0937548363889,5.95482997238376,0,0,0,0,1,15.7660000000001,5.50300000000016,"0",0.245550440603987
"245","Argentina","Julián Álvarez","Left Wing","Wojciech Szczęsny",1,42,9,0.74845,FALSE,"Regular Play","Normal","Right Foot","Saved",102.4,27,118.7,38.8,21.8805850013202,1.76918060129541,53.5490768204187,47.2906100426384,6.25846677778027,26.4046909255889,20.12287255836,0.220101636716271,4,8,2,1,18.4249999999997,1.14600000000019,"0",0.0742180658340325
"246","Argentina","Rodrigo Javier De Paul","Right Center Midfield","Wojciech Szczęsny",1,42,10,0.792838,FALSE,"Regular Play","Normal","Other","Saved",112.2,40.3,118.6,39.3,7.80576709875461,1.56524758424986,92.2025981617658,63.434948822922,28.7676493388438,7.13494339258761,6.47765389628065,0,1,1,0,1,19.5709999999999,0,"0",0.215333801063417
"247","Argentina","Ángel Fabián Di María Hernández","Right Wing","Wojciech Szczęsny",1,43,16,0.820098,FALSE,"Regular Play","Normal","Left Foot","Saved",106.7,58.4,118.9,43.4,22.7035239555449,3.57351367704112,144.139615136772,162.072080237993,17.9324651012205,23.3103197241402,19.3349424617711,0,3,7,0,1,21.078,0.819999999999709,"0",0.110155760938551
"248","Argentina","Alexis Mac Allister","Left Center Midfield","Wojciech Szczęsny",2,45,53,1.220919,FALSE,"From Kick Off","Normal","Right Foot","Goal",106,46.7,118,42.1,15.5206314304541,2.9,115.5744447721,136.397181027296,20.8227362551963,14.4678622104336,12.8514590611339,0.167108230107536,2,6,1,1,53.1799999999998,1.221,"1",0.128645740736451
"249","Poland","Kamil Glik","Right Center Back","Damián Emiliano Martínez",2,49,0,0.617398,TRUE,"From Free Kick","Normal","Head","Off T",108.8,43.5,117.7,40.7,11.7341382299681,2.40416305603426,107.354024636261,106.927513064147,0.426511572114194,23.787553985916,9.33005894943864,1.28036879932895,1,4,1,1,1.596,0.617000000000189,"0",0.0628892462427101
"250","Poland","Michał Skóraś","Right Midfield","Damián Emiliano Martínez",2,52,13,0.112165,FALSE,"From Free Kick","Normal","Left Foot","Blocked",101.1,56.9,117.4,41.8,25.3538951642544,3.16227766016837,131.802442226149,124.695153531234,7.10728869491513,13.3731556189542,22.2193609269034,0.314395380977259,4,8,2,1,11.2930000000001,0.652999999999793,"0",0.0409262875370072
"251","Argentina","Lionel Andrés Messi Cuccittini","Center Forward","Wojciech Szczęsny",2,52,42,0.96032,FALSE,"Regular Play","Normal","Left Foot","Wayward",105.8,28.4,117.8,36.1,18.3357574154983,4.47772263544762,50.7545653311022,29.4274564031898,21.3271089279124,14.979446118043,14.2579802216162,0.212717814905759,1,3,1,1,27.5810000000001,0.960000000000036,"0",0.112634234741942
"252","Argentina","Lionel Andrés Messi Cuccittini","Center Forward","Wojciech Szczęsny",2,55,41,0.386574,TRUE,"Regular Play","Normal","Left Foot","Wayward",109.4,50.7,117.3,43.4,15.0615404258661,4.34165866921848,135.268992293697,141.546290783294,6.27729848959748,16.5556917951026,10.7563934476199,0.971285862357271,1,3,1,1,143.282,76.2860000000001,"0",0.0860306003234906
"253","Argentina","Julián Álvarez","Left Wing","Wojciech Szczęsny",2,55,42,0.18861,FALSE,"Regular Play","Normal","Left Foot","Blocked",107.7,41.5,117.8,41.5,12.391125856838,2.66270539113887,96.9529574681739,124.286876977209,27.333919509035,14.3250687515045,10.1,0.383482494423686,1,5,1,1,144.765,74.8030000000003,"0",0.109458168903041
"254","Argentina","Alexis Mac Allister","Left Wing","Wojciech Szczęsny",2,60,38,0.630013,FALSE,"From Throw In","Normal","Left Foot","Saved",106,46,118,40.2,15.2315462117278,2.00997512422418,113.198590513648,95.7105931374997,17.4879973761485,20.0775390994686,13.3281656652369,0.239319386205912,2,4,1,1,14.8810000000003,0,"0",0.0769470742159442
"255","Argentina","Lionel Andrés Messi Cuccittini","Right Wing","Wojciech Szczęsny",2,63,23,0.060154,FALSE,"From Counter","Normal","Left Foot","Blocked",107.2,25.9,117.5,35.9,19.0433715502271,4.80208288141719,42.2332115988305,31.3730051401084,10.860206458722,20.0179449060615,14.3558350505988,0.801396687953764,1,3,2,1,4.46300000000019,0.358999999999924,"0",0.106270130336259
"256","Argentina","Julián Álvarez","Center Forward","Wojciech Szczęsny",2,66,57,0.794204,FALSE,"From Free Kick","Normal","Right Foot","Goal",106,33.5,116,38.3,15.4353490404331,4.34626276242015,65.0952311919048,66.9745079914719,1.87927679956712,21.5173656416074,11.0923396990896,0.55470019622523,1,2,1,1,67.6499999999996,0.793999999999869,"1",0.0868510757597768
"257","Argentina","Lionel Andrés Messi Cuccittini","Right Wing","Wojciech Szczęsny",2,70,36,0.600784,FALSE,"Regular Play","Normal","Left Foot","Saved",106.5,35.1,117.8,37.5,14.361754767437,3.33016516106934,70.0509778164429,41.3477772196937,28.7032005967492,19.1068861086049,11.5520560940466,0.273757529993606,2,5,2,1,121.59,0.601000000000568,"0",0.104854330637702
"258","Argentina","Julián Álvarez","Center Forward","Wojciech Szczęsny",2,72,44,0.489826,FALSE,"From Throw In","Normal","Right Foot","Off T",106.1,52.6,112.7,46.8,18.7608635195718,9.97647232241938,132.191515122654,132.969085763147,0.777570640492883,32.640408206155,8.78635305459553,0,0,0,0,1,31.5200000000004,0.489999999999782,"0",0.115668310051932
"259","Argentina","Nicolás Alejandro Tagliafico","Left Wing Back","Wojciech Szczęsny",2,91,58,0.239999,FALSE,"From Throw In","Lob","Left Foot","Saved",108.2,30.2,111.3,33.3,15.3388395910512,10.9808924956034,50.2900812053713,52.3995946598871,2.10951345451584,17.4055713350517,4.38406204335659,0,0,2,0,1,187.249,6.42799999999988,"0",0.173394928969678
"260","Poland","Robert Lewandowski","Center Forward","Francisco Guillermo Ochoa Magaña",1,6,46,0.404231,TRUE,"From Corner","Normal","Head","Blocked",110.6,37.2,120,40.6,9.80815986819139,0.600000000000001,73.4126614430726,180,106.587338556927,8.08833697775372,9.99599919967985,1.5811388300842,5,8,1,1,1.77200000000005,0.403999999999996,"0",0.0342431367018439
"261","Mexico","Héctor Alfredo Moreno Herrera","Left Center Back","Wojciech Szczęsny",1,11,44,0.432691,TRUE,"From Corner","Normal","Head","Off T",114.5,42.4,118.5,40.7,6.000833275471,1.65529453572469,113.574706201913,115.0168934781,1.44218727618752,12.7447214561544,4.34626276242014,2,0,2,1,1,8.83299999999997,0.432000000000016,"0",0.0406357468425078
"262","Mexico","Ernesto Alexis Vega Rojas","Left Wing","Wojciech Szczęsny",1,25,41,1.410754,TRUE,"From Free Kick","Normal","Head","Off T",113.2,34.6,118.8,39.6,8.68331733843696,1.26491106406735,51.546290783294,71.5650511770781,20.0187603937841,8.57199282530106,7.50732975164938,1.96116135138184,1,3,1,1,26.239,1.41100000000006,"0",0.0589839965600335
"263","Mexico","Ernesto Alexis Vega Rojas","Left Wing","Wojciech Szczęsny",1,43,56,0.066807,FALSE,"From Throw In","Volley","Left Foot","Blocked",108.5,23.7,118.6,37.9,19.9484335224599,2.5238858928248,35.2037900825255,33.6900675259799,1.51372255654562,37.7787640939542,17.4255559452202,0.396214425875163,1,7,1,1,42.721,22.6970000000001,"0",0.118003516876959
"264","Mexico","Jorge Eduardo Sánchez Ramos","Right Back","Wojciech Szczęsny",1,44,18,0.584688,FALSE,"From Throw In","Normal","Right Foot","Saved",110.1,60.7,118.5,43.6,22.9455878111675,3.9,154.440034828176,157.38013505196,2.94010022378339,32.2850908877658,19.0517715711689,0,0,2,0,1,64.8330000000001,0.585000000000036,"0",0.138015021131701
"265","Mexico","Luis Gerardo Chávez Magallón","Left Center Midfield","Wojciech Szczęsny",1,46,1,0.127268,TRUE,"Regular Play","Normal","Left Foot","Blocked",92.1,56.9,117.5,41.1,32.6193194288293,2.73130005674953,121.204746822876,113.749494492867,7.45525233000947,7.41268907506734,29.9132077851908,0,5,9,0,1,38.8249999999998,34.221,"0",0.0155121430134573
"266","Mexico","Hirving Rodrigo Lozano Bahena","Right Wing","Wojciech Szczęsny",2,51,45,1.230164,FALSE,"From Corner","Normal","Right Foot","Saved",93.9,25.2,117.7,38.4,30.004166377355,2.80178514522438,60.4446038477566,55.1755108430431,5.26909300471349,22.6548318604414,27.2154367960538,0,5,9,0,1,20.6219999999998,1.23000000000002,"0",0.0184189965985956
"267","Poland","Jakub Kamiński","Right Midfield","Francisco Guillermo Ochoa Magaña",2,57,26,0.162246,FALSE,"Other","Normal","Right Foot","Blocked",113.4,48.8,117.5,44.4,11,5.060632371552,143.130102354156,150.395549253995,7.2654468998391,8.38323934564512,6.01414998150195,0.186177455833564,2,4,1,1,3.14100000000008,10.6150000000002,"0",6.40866519157344e-07
"268","Mexico","Ernesto Alexis Vega Rojas","Left Wing","Wojciech Szczęsny",2,59,13,0.131516,FALSE,"From Throw In","Normal","Right Foot","Blocked",107.9,29.9,118.1,37.5,15.7613451202618,3.14006369362152,50.1478848241363,37.2348339815747,12.9130508425615,15.6013599323909,12.7200628929263,0.392837100659193,3,6,1,1,15.596,0.170999999999822,"0",0.0989476337365422
"269","Mexico","Henry Josué Martín Mex","Center Forward","Wojciech Szczęsny",2,63,24,0.628778,FALSE,"From Free Kick","Normal","Head","Saved",106.7,35.1,117.4,38.7,14.1739197119216,2.90688837074972,69.7751405688319,63.434948822922,6.34019174590992,18.4279057951659,11.2893755363173,0,0,0,0,1,18.8760000000002,2.27199999999993,"0",0.130739113837029
"270","Mexico","Ernesto Alexis Vega Rojas","Left Wing","Wojciech Szczęsny",2,65,55,0.779124,FALSE,"From Free Kick","Normal","Right Foot","Off T",102.7,60.6,117.9,41.1,26.9007434841493,2.37065391822594,139.976264214307,117.645975363739,22.3302888505683,29.4728614950763,24.7242795648326,0.210865374857792,3,6,1,1,47.2820000000002,0.778999999999996,"0",0.0506993738917345
"271","Mexico","Ernesto Alexis Vega Rojas","Left Wing","Wojciech Szczęsny",2,79,46,0.950319,FALSE,"From Throw In","Half Volley","Right Foot","Off T",93,24.5,118.4,38.5,31.1327801521162,2.19317121994613,60.1409838350769,46.8476102659945,13.2933735690824,38.4356779276628,29.0027584894954,0.114459638203499,3,7,1,1,2.76000000000022,0.949999999999818,"0",0.0235319890052185
"272","Poland","Jakub Piotr Kiwior","Left Center Back","Francisco Guillermo Ochoa Magaña",2,81,21,0.437599,TRUE,"From Corner","Normal","Head","Wayward",113.3,41.7,119.5,39.7,6.91230786351419,0.583095189484529,104.237280465761,59.0362434679267,45.2010369978344,16.6944563336104,6.51459898996093,1.99999999999999,1,4,1,1,1.40599999999995,8.7470000000003,"0",0.0317257734840517
"273","Poland","Jakub Kamiński","Right Midfield","Francisco Guillermo Ochoa Magaña",2,93,52,0.571713,TRUE,"Regular Play","Normal","Left Foot","Saved",109.4,24.8,117.4,35.2,18.5310550158376,5.45893762558247,34.8907015075048,28.4429286243633,6.4477728831415,22.0757866662466,13.1209755734854,0,0,0,0,1,27.9280000000008,0,"0",0.207222706404329
"274","Poland","Grzegorz Krychowiak","Right Defensive Midfield","Francisco Guillermo Ochoa Magaña",2,95,25,1.05113,FALSE,"Regular Play","Normal","Right Foot","Off T",90.9,48.7,118.1,40.7,30.3726850969749,2.02484567313167,106.645038214676,110.224859431168,3.57982121649212,30.5991115010996,28.352072234671,0.236956180191008,4,7,1,1,20.616,1.05099999999948,"0",0.013064144392629
"275","Mexico","Carlos Uriel Antuna Romero","Right Wing","Wojciech Szczęsny",2,95,53,1.068013,TRUE,"From Goal Kick","Normal","Left Foot","Saved",101.9,56.4,117,42.9,24.4247824964727,4.17252920900501,132.179011406485,134.028978068921,1.84996666243632,18.270684699571,20.2548759561741,0,1,3,0,1,13.1130000000003,1.06800000000021,"0",0.0846417993904217
"276","France","Ousmane Dembélé","Right Wing","Kasper Schmeichel",1,5,21,0.073838,FALSE,"Regular Play","Normal","Right Foot","Blocked",97.8,38,117.4,39.9,22.2899080303172,2.60192236625153,84.8521151758637,87.7974018382342,2.94528666237053,20.7170542820477,19.691876497683,0.113680411585677,4,8,1,1,21.824,0.970000000000027,"0",0.0411858355679475
"277","France","Adrien Rabiot","Left Defensive Midfield","Kasper Schmeichel",1,9,9,0.07938,TRUE,"From Throw In","Normal","Head","Blocked",115,45.6,117.8,42.7,7.50732975164938,3.4828149534536,138.239700296102,140.826342029556,2.58664173345363,14.3635100163661,4.03112887414927,0.819231920519039,1,2,1,1,87.504,4.30099999999993,"0",0.169491842812859
"278","France","Raphaël Varane","Right Center Back","Kasper Schmeichel",1,12,34,0.762203,TRUE,"From Corner","Normal","Head","Wayward",112.4,46.9,119.2,40.8,10.2649890404228,1.13137084989847,132.236142629087,135,2.76385737091252,10.0347666834022,9.13509715328742,1.76776695296639,1,6,1,1,1.19299999999998,16.692,"0",0.0356711713022423
"279","France","Olivier Giroud","Center Forward","Kasper Schmeichel",1,14,53,0.373781,TRUE,"Regular Play","Normal","Head","Wayward",111.9,38.9,119.7,40.1,8.17435012707432,0.316227766016836,82.2664019009771,108.434948822922,26.1685469219453,47.7400585625156,7.89176786277954,1.4142135623731,0,4,1,1,61.4590000000001,0.372999999999934,"0",0.0824818668238743
"280","France","Adrien Rabiot","Left Defensive Midfield","Kasper Schmeichel",1,20,18,0.630068,FALSE,"From Free Kick","Normal","Head","Saved",108.9,44.3,118.5,40.9,11.9037809119624,1.74928556845359,111.175739417105,120.963756532073,9.78801711496891,16.5929138298534,10.1843016451792,0.833333333333341,3,5,1,1,5.35400000000004,0.630000000000109,"0",0.0866460775674046
"281","France","Jules Koundé","Right Back","Kasper Schmeichel",1,29,53,0.624897,TRUE,"From Goal Kick","Half Volley","Right Foot","Blocked",109,56.2,118,44.5,19.5816240388789,4.92442890089805,145.823011226207,156.037511025422,10.2144997992147,24.1385341688811,14.7610975201711,0.131204675588165,3,6,1,1,17.646,0.785000000000082,"0",0.191000964154951
"282","France","Antoine Griezmann","Center Attacking Midfield","Kasper Schmeichel",1,32,48,0.466379,TRUE,"From Counter","Normal","Left Foot","Saved",118.2,23.1,119.5,35.9,16.9955876626847,4.13037528561268,6.07958895783848,6.95295746817391,0.873368510335434,26.4986158348201,12.8658462605458,0,0,0,0,1,6.01200000000017,47.8199999999999,"0",0.463599490374898
"283","France","Aurélien Djani Tchouaméni","Right Defensive Midfield","Kasper Schmeichel",1,32,52,0.162555,FALSE,"Regular Play","Normal","Right Foot","Blocked",99.7,39.1,117.3,39.3,20.3199409447961,2.78926513619627,87.4614554016011,75.4655449194598,11.9959104821413,9.91942142450065,17.6011363269534,0.757262755551757,3,8,3,1,9.86700000000019,43.9649999999999,"0",0.0302658003072503
"284","France","Ousmane Dembélé","Right Wing","Kasper Schmeichel",1,32,55,0.122701,FALSE,"From Counter","Volley","Left Foot","Blocked",108.2,48,116.8,42.6,14.2562267097574,4.12310562561766,124.135940077912,129.093858886229,4.95791880831719,5.8769712968337,10.1548018198289,0.780868809443031,2,4,1,1,12.9470000000001,40.885,"0",0.099546555441257
"285","France","Adrien Rabiot","Left Defensive Midfield","Kasper Schmeichel",1,33,36,0.088779,FALSE,"Regular Play","Normal","Left Foot","Blocked",100.1,24.5,116.8,38.1,25.2241947344212,3.72155881318568,52.0851722805589,59.3002774491856,7.21510516862673,32.2156132555562,21.5371771595072,0.283866477901829,1,5,1,1,53.623,0.20900000000006,"0",0.0615801334862591
"286","Denmark","Andreas Evald Cornelius","Center Forward","Hugo Lloris",1,35,17,0.681133,FALSE,"From Counter","Normal","Right Foot","Off T",107.4,55.8,117.8,43.3,20.2089089265106,3.96610640301039,141.42874774883,146.30993247402,4.88118472519028,23.9860445679881,16.260688792299,0,0,0,0,1,9.07099999999991,0.68100000000004,"0",0.146321064011072
"287","France","Olivier Giroud","Center Forward","Kasper Schmeichel",1,36,33,0.819076,TRUE,"From Goal Kick","Normal","Head","Off T",108.6,45.2,118,40.5,12.5299640861417,2.06155281280883,114.519642688191,104.036243467926,10.4833992202642,13.9614286482909,10.509519494249,1.17851130197757,1,4,1,1,37.645,0.81899999999996,"0",0.0870501558904132
"288","France","Kylian Mbappé Lottin","Left Wing","Kasper Schmeichel",1,39,33,0.765156,FALSE,"Regular Play","Normal","Right Foot","Off T",106,43.8,117.7,42.5,14.5065502446309,3.3970575502926,105.185837262201,137.385944030389,32.2001067681876,18.9589446395648,11.7720006795786,0.127691949550892,2,5,1,1,9.80999999999995,0.764999999999873,"0",0.109962635548047
"289","Denmark","Christian Dannemann Eriksen","Left Defensive Midfield","Hugo Lloris",1,44,43,1.0948,FALSE,"Regular Play","Normal","Right Foot","Off T",83,42.5,117.5,40.1,37.0843632815773,2.50199920063936,93.8654611698518,92.2906100426386,1.57485112721315,35.1058086011799,34.5833775100119,0,5,8,0,1,11.808,1.09500000000025,"0",0.00642658419100315
"290","France","Kylian Mbappé Lottin","Left Wing","Kasper Schmeichel",1,47,25,0.627831,FALSE,"From Throw In","Normal","Right Foot","Blocked",98.6,18.5,116.6,38.5,30.3349633261687,3.71618083521241,44.8664436462941,66.1940564815423,21.3276128352482,28.9313132607539,26.9072480941474,0,2,6,0,1,20.252,15.5810000000001,"0",0.0600413444014039
"291","France","Kylian Mbappé Lottin","Left Wing","Kasper Schmeichel",2,55,59,0.67028,FALSE,"Regular Play","Normal","Left Foot","Saved",104.1,30.1,117.9,36.9,18.7301895345456,3.74432904536981,58.0918930643469,34.1144729453412,23.9774201190057,22.6873938141457,15.3844076909058,0.520579206295354,1,2,1,1,10.9670000000001,0.670000000000073,"0",0.0718380892297946
"292","France","Antoine Griezmann","Center Attacking Midfield","Kasper Schmeichel",2,59,2,0.472999,FALSE,"From Throw In","Half Volley","Left Foot","Off T",102.6,38.8,113.6,39.2,17.4413302244984,6.44980619863884,86.0548137709624,82.8749836510982,3.17983011986415,36.8163035593479,11.0072703246536,0,0,0,0,1,17.1790000000001,0.472999999999956,"0",0.0777712788977744
"293","France","Kylian Mbappé Lottin","Left Wing","Kasper Schmeichel",2,60,25,0.182086,FALSE,"Regular Play","Half Volley","Right Foot","Goal",110.8,31.3,117.5,36.5,12.6621483169326,4.30116263352131,46.6000247151477,35.5376777919744,11.0623469231734,69.9178650213176,8.48115558164099,0.185503537122416,2,5,1,1,17.9440000000004,0,"1",0.201507312660345
"294","Denmark","Joachim Andersen","Right Center Back","Hugo Lloris",2,67,14,0.304208,TRUE,"From Corner","Normal","Head","Wayward",112.2,43.9,118.7,41.5,8.72066511224918,1.98494332412792,116.565051177078,139.085616779975,22.5205656028969,23.8431439091524,6.928924880528,1.96116135138184,2,4,1,1,1.37100000000009,1.02899999999954,"0",0.0322118655774454
"295","Denmark","Andreas Christensen","Center Back","Hugo Lloris",2,67,15,0.406608,FALSE,"From Corner","Normal","Head","Goal",113,37.6,118.5,40.8,7.4,1.7,71.0753555839488,118.072486935853,46.9971313519041,17.390380444717,6.36317530797321,0,2,2,0,1,1.99299999999948,0.407000000000153,"1",0.146765366757318
"296","Denmark","Jesper Lindstrøm","Right Wing","Hugo Lloris",2,72,21,0.451006,FALSE,"From Keeper","Normal","Right Foot","Saved",107.4,33,118.4,38.1,14.4138821973818,2.48394846967484,60.9453959009229,40.1009075462122,20.8444883547107,26.0790379350556,12.1247680390183,0.162114801716595,2,4,1,1,87.8999999999996,36.0890000000009,"0",0.129164516973586
"297","Denmark","Christian Dannemann Eriksen","Left Defensive Midfield","Hugo Lloris",2,73,18,0.23829,FALSE,"From Corner","Normal","Left Foot","Blocked",93.3,45.1,117.6,40.6,27.1827150961783,2.4738633753706,100.813877513625,104.036243467926,3.22236595430154,21.133372465507,24.7131543919428,0.177192477984583,5,8,1,1,13.2129999999997,52.3699999999999,"0",0.0106380053387378
"298","France","Aurélien Djani Tchouaméni","Right Defensive Midfield","Kasper Schmeichel",2,77,38,0.265374,FALSE,"From Corner","Diving Header","Head","Blocked",113.7,37.7,119.4,40.2,6.70671305484288,0.632455532033671,69.9439052634246,108.434948822922,38.4910435594978,5.66494697233825,6.22414652783818,0.552157630374234,6,5,1,1,1.72500000000036,0.567000000000007,"0",0.100265208682347
"299","France","Jules Koundé","Right Back","Kasper Schmeichel",2,78,21,1.080923,TRUE,"From Corner","Normal","Head","Off T",110.7,40.7,118.5,40.6,9.32630687893123,1.61554944214035,94.3044689605081,111.801409486352,17.4969405258438,10.189095728194,7.80064099930255,5.00000000000011,2,5,1,1,8.30400000000009,1.08100000000013,"0",0.00215646100111792
"300","France","Adrien Rabiot","Left Defensive Midfield","Kasper Schmeichel",2,79,3,0.519911,FALSE,"From Corner","Overhead Kick","Left Foot","Off T",112.7,47.3,118.1,41.4,10.3237590053236,2.36008474424119,135,126.384351815836,8.6156481841642,15.7414076375457,7.99812478022192,0,1,3,0,1,8.52599999999984,0.520000000000437,"0",0.145091600182554
